40A;20170927000000001;2;280031645;2018;365036-4;N;;877;01;220;217;453;0;670;2015;2183015;27;15;0107560446;00000000
40A;20170927000000001;2;280031646;2018;353558-4;N;;806;01;220;213;418;0;631;2015;2183015;27;15;0107561446;00000000
40A;20170927000000001;2;280031647;2018;360786-4;N;;787;01;220;212;374;0;586;2015;2183015;27;15;0107562446;00000000
40A;20170927000000001;2;280031648;2018;367965-4;N;;717;01;220;208;645;0;853;2015;2183015;27;15;0107563446;00000000
40A;20170927000000001;2;280031649;2018;356481-4;N;;813;01;220;213;555;0;768;2015;2183015;27;15;0107564446;00000000
40A;20170927000000001;2;280031650;2018;363706-4;N;;877;01;220;217;625;0;842;2015;2183015;27;15;0107565446;00000000
40A;20170927000000001;2;280031651;2018;370845-4;N;;774;01;220;211;369;0;580;2015;2183015;27;15;0107566446;00000000
40A;20170927000000001;2;280031652;2018;359366-4;N;;787;01;220;212;521;0;733;2015;2183015;27;15;0107567446;00000000
40A;20170927000000001;2;280031653;2018;366534-4;N;;1248;01;325;1929;7600;0;9529;2016;2183002;27;15;0107568446;00000000
40A;20170927000000001;2;280031654;2018;355056-4;N;;961;01;321;619;1487;0;2106;2016;2183002;27;15;0107569446;00000000
40A;20170927000000001;2;280031655;2018;709697-9;N;;16000;02;610;1049;0;0;1049;2014;2102;27;15;0107570446;00000000
40A;20170927000000001;2;280031655;2018;351796-4;S;;499797587;12;120;136;181;0;939109;2017;2183900;27;15;0107570446;00000000
40A;20170927000000001;2;280031662;2018;351384-4;N;;1376;01;220;204;594;0;798;2017;2183909;27;15;0107574446;00000000
40A;20170927000000001;2;280031663;2018;371093-4;N;;4120;01;320;300;914;0;1214;2016;2183006;27;15;0107575446;00000000
40A;20170927000000001;2;280031664;2018;359635-4;N;;2804;01;220;200;147;0;347;2015;2183909;27;15;0107576446;00000000
40A;20170927000000001;2;280031665;2018;366784-4;N;;1723;01;220;173;189;0;362;2015;2183909;27;15;0107577446;00000000
40A;20170927000000001;2;280031667;2018;355330-4;N;;7863540;01;110;0;0;0;30476;2017;0;27;15;0107578446;00000000
40A;20170927000000001;2;280031669;2018;352478-4;S;;61772;11;110;0;0;0;12;2017;0;27;15;0107579446;00000000
40A;20170927000000001;2;280031670;2018;356843-4;N;;1038;01;220;155;335;0;490;2015;2183909;27;15;0107580446;00000000
40A;20170927000000001;2;280031671;2018;364037-4;N;;1000;01;220;95;81;0;176;2015;2183909;27;15;0107581446;00000000
40A;20170927000000001;2;280031672;2018;371192-4;N;;1637;01;220;170;207;0;377;2015;2183909;27;15;0107582446;00000000
40A;20170927000000001;2;280031673;2018;359747-4;N;;1837;01;220;215;329;0;544;2015;2183909;27;15;0107583446;00000000
40A;20170927000000001;2;280031674;2018;366905-4;N;;15720;01;220;95;114;0;209;2015;2183900;27;15;0107584446;00000000
40A;20170927000000001;2;280031675;2018;355436-4;N;;12640;01;220;977;328;0;1305;2015;2183020;27;15;0107585446;00000000
