08A;20170330000163716;2;280049053;0;1344004.0;.0;1344004.0;0
08A;20170330000163766;2;280031003;0;853.0;.0;853.0;0
08A;20170330000163770;2;280070314;0;1560.0;.0;1560.0;0
08A;20170330000163795;2;280049201;0;3236.0;.0;3236.0;0
08A;20170330000163827;2;280070462;0;865571.0;.0;865571.0;0
08A;20170330000163960;2;280106710;0;1262.0;655.0;1917.0;0
08A;20170330000164023;2;280049349;0;1005.0;.0;1005.0;0
08A;20170330000164043;2;280070610;0;1131.0;.0;1131.0;0
08A;20170330000164047;2;280170107;0;731.0;.0;731.0;0
08A;20170330000164061;2;280040398;0;4230.0;.0;4230.0;0
08A;20170330000164108;2;280031447;0;19725.0;.0;19725.0;0
08A;20170330000164117;2;280070758;0;23372.0;.0;23372.0;0
08A;20170330000164160;2;280040546;0;1427.0;.0;1427.0;0
08A;20170330000164203;2;280070906;0;1320.0;.0;1320.0;0
08A;20170330000164217;2;280040694;0;43902.0;.0;43902.0;0
08A;20170330000164226;2;280107154;0;206.0;.0;206.0;0
08A;20170330000164292;2;280031743;0;146019.0;.0;146019.0;0
08A;20170330000164299;2;280071054;0;1401.0;.0;1401.0;0
08A;20170330000164323;2;280040842;0;4185.0;.0;4185.0;0
08A;20170330000164327;2;280179650;0;1129.0;.0;1129.0;0
08A;20170330000164333;2;280107302;0;245.0;.0;245.0;0
08A;20170330000164387;2;280040990;0;1290.0;.0;1290.0;0
08A;20170330000164447;2;280032039;0;334159.0;.0;334159.0;0
08A;20170330000164454;2;280071350;0;11110.0;.0;11110.0;0
08A;20170330000164523;2;280071498;0;2076.0;.0;2076.0;0
08A;20170330000164529;2;280059336;0;150.0;.0;150.0;0
08A;20170330000164560;2;280180094;0;1202.0;.0;1202.0;0
08A;20170330000164623;2;280032335;0;1342.0;.0;1342.0;0
08A;20170330000164634;2;280071646;0;1720.0;.0;1720.0;0
08A;20170330000164641;2;280171143;0;1276.0;.0;1276.0;0
08A;20170330000164646;2;280059484;0;9300.0;.0;9300.0;0
08A;20170330000164656;2;280041434;0;15965.0;.0;15965.0;0
08A;20170330000164664;2;280080745;0;1416.0;.0;1416.0;0
08A;20170330000164730;2;280071794;0;1820.0;.0;1820.0;0
08A;20170330000164756;2;280059632;0;23813.0;.0;23813.0;0
08A;20170330000164869;2;280059780;0;1633.0;.0;1633.0;0
08A;20170330000164948;2;280032779;0;830.0;.0;830.0;0
08A;20170330000164952;2;280072090;0;1210.0;.0;1210.0;0
08A;20170330000164956;2;280059928;0;1494.0;.0;1494.0;0
08A;20170330000164967;2;280041878;0;60486.0;.0;60486.0;0
08A;20170330000164978;2;280081189;0;1222.0;.0;1222.0;0
08A;20170330000165051;2;280032927;0;1393.0;.0;1393.0;0
08A;20170330000165056;2;280072238;0;941.0;.0;941.0;0
08A;20170330000165060;2;280060076;0;5289.0;.0;5289.0;0
08A;20170330000165078;2;280042026;0;2046.0;.0;2046.0;0
08A;20170330000165082;2;280081337;0;1200.0;.0;1200.0;0
08A;20170330000165158;2;280171883;0;1118.0;.0;1118.0;0
08A;20170330000165163;2;280060224;0;398458.0;.0;398458.0;0
08A;20170330000165195;2;280081485;0;1720.0;.0;1720.0;0
08A;20170330000165229;2;280072534;0;821.0;.0;821.0;0
08A;20170330000165233;2;280060372;0;3700.0;.0;3700.0;0
08A;20170330000165291;2;280190229;0;3129.0;.0;3129.0;0
08A;20170330000165307;2;280072682;0;191.0;.0;191.0;0
08A;20170330000165360;2;280081781;0;1874.0;.0;1874.0;0
08A;20170330000165363;2;280181278;0;261125.0;.0;261125.0;0
08A;20170330000165389;2;280190377;0;6102.0;.0;6102.0;0
08A;20170330000165411;2;280072830;0;890.0;.0;890.0;0
08A;20170330000165415;2;280172327;0;1371.0;.0;1371.0;0
08A;20170330000165422;2;280060668;0;1300.0;.0;1300.0;0
08A;20170330000165454;2;280081929;0;1005.0;.0;1005.0;0
08A;20170330000165485;2;280190525;0;15280.0;.0;15280.0;0
08A;20170330000166496;2;280072978;0;1795.0;.0;1795.0;0
08A;20170330000166501;2;280172475;0;775.0;.0;775.0;0
08A;20170330000166526;2;280060816;0;1720.0;.0;1720.0;0
08A;20170330000166562;2;280042766;0;177353.0;.0;177353.0;0
08A;20170330000166576;2;280082077;0;1516.0;.0;1516.0;0
08A;20170330000166614;2;280060964;0;225.0;.0;225.0;0
08A;20170330000166640;2;280042914;0;2131.0;.0;2131.0;0
08A;20170330000166706;2;280061112;0;780.0;.0;780.0;0
08A;20170330000166736;2;280082373;0;36317.0;.0;36317.0;0
08A;20170330000166746;2;280190969;0;2988.0;.0;2988.0;0
08A;20170330000166770;2;280034111;0;1502072.0;9200.0;1511272.0;0
08A;20170330000166797;2;280073422;0;3624.0;.0;3624.0;0
08A;20170330000166806;2;280061260;0;1204.0;.0;1204.0;0
08A;20170330000166838;2;280182018;0;1879.0;.0;1879.0;0
08A;20170330000166858;2;280034259;0;1600.0;.0;1600.0;0
08A;20170330000166862;2;280073570;0;2425.0;.0;2425.0;0
08A;20170330000166868;2;280061408;0;2175.0;.0;2175.0;0
08A;20170330000166879;2;280043358;0;146.0;.0;146.0;0
08A;20170330000166925;2;280073718;0;1417.0;.0;1417.0;0
08A;20170330000173957;2;280068396;0;5387.0;.0;5387.0;0
08A;20170330000173976;2;280038184;0;186.0;.0;186.0;0
08A;20170330000174007;2;280068544;0;9700.0;.0;9700.0;0
08A;20170330000174041;2;280065481;0;63351.0;.0;63351.0;0
08A;20170330000174087;2;280029381;0;26300.0;.0;26300.0;0
08A;20170330000174090;2;280068692;0;4290.0;.0;4290.0;0
08A;20170330000174177;2;280068840;0;836.0;.0;836.0;0
08A;20170330000174226;2;280065777;0;1020.0;.0;1020.0;0
08A;20170330000174292;2;280177584;0;2252.0;.0;2252.0;0
08A;20170330000174296;2;280065925;0;984.0;.0;984.0;0
08A;20170330000174313;2;280047875;0;15686.0;.0;15686.0;0
08A;20170330000174323;2;280069136;0;1002.0;.0;1002.0;0
08A;20170330000174345;2;280066073;0;3130.0;.0;3130.0;0
08A;20170330000174473;2;280069432;0;565.0;.0;565.0;0
08A;20170330000174497;2;280066369;0;7939.0;.0;7939.0;0
08A;20170330000174520;2;280048319;0;1513.0;.0;1513.0;0
08A;20170330000174524;2;280187127;0;830.0;.0;830.0;0
08A;20170330000174534;2;280069580;0;693.0;.0;693.0;0
08A;20170330000174547;2;280039368;0;485.0;.0;485.0;0
08A;20170330000174551;2;280178176;0;1626.0;.0;1626.0;0
08A;20170330000174556;2;280066517;0;1930.0;.0;1930.0;0
08A;20170330000174593;2;280048467;0;18655.0;.0;18655.0;0
08A;20170330000174602;2;280187275;0;9011.0;.0;9011.0;0
08A;20170330000174647;2;280039516;0;1231.0;.0;1231.0;0
08A;20170330000174652;2;280066665;0;2000.0;.0;2000.0;0
08A;20170330000174721;2;280039664;0;7850.0;.0;7850.0;0
08A;20170330000174729;2;280066813;0;13443.0;.0;13443.0;0
08A;20170330000174784;2;280070024;0;5340.0;.0;5340.0;0
08A;20170330000174833;2;280070172;0;2022.0;.0;2022.0;0
08A;20170330000174893;2;280031009;0;1050.0;.0;1050.0;0
08A;20170330000174897;2;280070320;0;1791.0;.0;1791.0;0
08A;20170330000174902;2;280169817;0;5896.0;.0;5896.0;0
08A;20170330000174965;2;280049207;0;939.0;.0;939.0;0
08A;20170330000174983;2;280070468;0;9805.0;.0;9805.0;0
08A;20170330000175077;2;280106716;0;3550.0;874.0;4424.0;0
08A;20170330000175147;2;280070616;0;1394.0;.0;1394.0;0
08A;20170330000175158;2;280040404;0;7290.0;.0;7290.0;0
08A;20170330000175184;2;280188311;0;418632.0;.0;418632.0;0
08A;20170330000175201;2;280031453;0;5710.0;.0;5710.0;0
08A;20170330000175208;2;280070764;0;24644.0;.0;24644.0;0
08A;20170330000175273;2;280188459;0;1126.0;.0;1126.0;0
08A;20170330000175296;2;280070912;0;6838.0;.0;6838.0;0
08A;20170330000175319;2;280179508;0;41250.0;.0;41250.0;0
08A;20170330000175330;2;280107160;0;250.0;.0;250.0;0
08A;20170330000175374;2;280058898;0;1815.0;.0;1815.0;0
08A;20170330000175379;2;280071060;0;46180.0;.0;46180.0;0
08A;20170330000175395;2;280040848;0;1835.0;.0;1835.0;0
08A;20170330000175399;2;280107308;0;229.0;.0;229.0;0
08A;20170330000175421;2;280031897;0;21050.0;.0;21050.0;0
08A;20170330000175425;2;280059046;0;3328.0;.0;3328.0;0
08A;20170330000175456;2;280040996;0;3280.0;.0;3280.0;0
08A;20170330000175463;2;280179804;0;3635.0;.0;3635.0;0
08A;20170330000175469;2;280107456;0;552.0;.0;552.0;0
08A;20170330000175570;2;280032045;0;7225.0;.0;7225.0;0
08A;20170330000175582;2;280071356;0;2869320.0;.0;2869320.0;0
08A;20170330000175608;2;280041144;0;17600.0;.0;17600.0;0
08A;20170330000175638;2;280059342;0;2767.0;.0;2767.0;0
08A;20170330000175646;2;280071504;0;1942.0;.0;1942.0;0
08A;20170330000175673;2;280189199;0;1584.0;.0;1584.0;0
08A;20170330000175687;2;280059490;0;29100.0;.0;29100.0;0
08A;20170330000175694;2;280071652;0;842.0;.0;842.0;0
08A;20170330000175710;2;280041440;0;8040.0;.0;8040.0;0
08A;20170330000175714;2;280080751;0;1134.0;.0;1134.0;0
08A;20170330000175738;2;280189347;0;1462.0;.0;1462.0;0
08A;20170330000175750;2;280032489;0;5310.0;.0;5310.0;0
08A;20170330000175754;2;280059638;0;1190.0;.0;1190.0;0
08A;20170330000175797;2;280180396;0;934.0;.0;934.0;0
08A;20170330000175847;2;280059786;0;1509.0;.0;1509.0;0
08A;20170330000175855;2;280071948;0;69639.0;.0;69639.0;0
08A;20170330000175864;2;280171445;0;1594.0;.0;1594.0;0
08A;20170330000175897;2;280180544;0;591.0;.0;591.0;0
08A;20170330000175945;2;280032785;0;1750195.0;.0;1750195.0;0
08A;20170330000175980;2;280059934;0;1503.0;.0;1503.0;0
08A;20170330000175987;2;280072096;0;1220.0;.0;1220.0;0
08A;20170330000176014;2;280041884;0;1091.0;.0;1091.0;0
08A;20170330000176021;2;280081195;0;1169.0;.0;1169.0;0
08A;20170330000176247;2;280032933;0;1101.0;.0;1101.0;0
08A;20170330000176251;2;280060082;0;997.0;.0;997.0;0
08A;20170330000176256;2;280072244;0;6131.0;.0;6131.0;0
08A;20170330000176261;2;280171741;0;1050.0;230.0;1280.0;0
08A;20170330000176276;2;280042032;0;252979.0;.0;252979.0;0
08A;20170330000176281;2;280180840;0;2410.0;.0;2410.0;0
08A;20170330000176285;2;280081343;0;1714.0;.0;1714.0;0
08A;20170330000176321;2;280060230;0;3100.0;.0;3100.0;0
08A;20170330000178576;2;280085635;0;1204.0;.0;1204.0;0
08A;20170330000178584;2;280067585;0;94120.0;.0;94120.0;0
08A;20170330000178614;2;280037373;0;20887.0;.0;20887.0;0
08A;20170330000178620;2;280064522;0;2349.0;.0;2349.0;0
08A;20170330000178635;2;280046472;0;1415994.0;.0;1415994.0;0
08A;20170330000178684;2;280185280;0;884.0;.0;884.0;0
08A;20170330000178734;2;280064670;0;1005.0;.0;1005.0;0
08A;20170330000178801;2;280067881;0;1045.0;.0;1045.0;0
08A;20170330000178820;2;280064818;0;105081.0;.0;105081.0;0
08A;20170330000178836;2;280046768;0;10533.0;.0;10533.0;0
08A;20170330000178851;2;280185576;0;2004.0;.0;2004.0;0
08A;20170330000178868;2;280068029;0;76520.0;.0;76520.0;0
08A;20170330000178887;2;280037817;0;1556.0;.0;1556.0;0
08A;20170330000178891;2;280064966;0;1480.0;.0;1480.0;0
08A;20170330000178928;2;280046916;0;1310.0;.0;1310.0;0
08A;20170330000178933;2;280185724;0;8666.0;.0;8666.0;0
08A;20170330000178942;2;280068177;0;1647.0;.0;1647.0;0
08A;20170330000178953;2;280037965;0;8460.0;.0;8460.0;0
08A;20170330000178962;2;280065114;0;1512.0;.0;1512.0;0
08A;20170330000178966;2;280176773;0;1508.0;.0;1508.0;0
08A;20170330000179012;2;280185872;0;1351.0;.0;1351.0;0
08A;20170330000179022;2;280068325;0;850.0;.0;850.0;0
08A;20170330000179035;2;280038113;0;1296.0;.0;1296.0;0
08A;20170330000179038;2;280065262;0;550.0;.0;550.0;0
08A;20170330000179065;2;280186020;0;1898.0;.0;1898.0;0
08A;20170330000179073;2;280068473;0;1760.0;.0;1760.0;0
08A;20170330000179091;2;280038261;0;2283.0;.0;2283.0;0
08A;20170330000179096;2;280065410;0;13750.0;.0;13750.0;0
08A;20170330000179129;2;280029310;0;1950.0;.0;1950.0;0
08A;20170330000179134;2;280068621;0;280.0;.0;280.0;0
08A;20170330000179159;2;280065558;0;850.0;.0;850.0;0
08A;20170330000179239;2;280065706;0;2829.0;.0;2829.0;0
08A;20170330000179282;2;280068917;0;747.0;.0;747.0;0
08A;20170330000179303;2;280065854;0;45653.0;.0;45653.0;0
08A;20170330000179310;2;280177513;0;1860.0;.0;1860.0;0
08A;20170330000179334;2;280047804;0;53190.0;.0;53190.0;0
08A;20170330000179346;2;280069065;0;1160476.0;.0;1160476.0;0
08A;20170330000179391;2;280066002;0;1375.0;.0;1375.0;0
08A;20170330000179395;2;280177661;0;3891.0;.0;3891.0;0
08A;20170330000179415;2;280047952;0;44428.0;.0;44428.0;0
08A;20170330000179434;2;280069213;0;1025.0;.0;1025.0;0
08A;20170330000179451;2;280066150;0;28945.0;.0;28945.0;0
08A;20170330000179502;2;280069361;0;870.0;.0;870.0;0
08A;20170330000179556;2;280066298;0;2000.0;.0;2000.0;0
08A;20170330000179597;2;280069509;0;484.0;.0;484.0;0
08A;20170330000179608;2;280039297;0;909.0;.0;909.0;0
08A;20170330000179612;2;280066446;0;1830.0;.0;1830.0;0
08A;20170330000179637;2;280048396;0;36344.0;.0;36344.0;0
08A;20170330000179662;2;280069657;0;4936.0;.0;4936.0;0
08A;20170330000179674;2;280039445;0;953.0;.0;953.0;0
08A;20170330000179678;2;280066594;0;398.0;.0;398.0;0
08A;20170330000179698;2;280187352;0;3447.0;.0;3447.0;0
08A;20170330000179744;2;280039593;0;1255.0;.0;1255.0;0
08A;20170330000179819;2;280178549;0;1837.0;.0;1837.0;0
08A;20170330000179904;2;280048988;0;1780.0;.0;1780.0;0
08A;20170330000179916;2;280030938;0;1148.0;.0;1148.0;0
08A;20170330000179920;2;280070249;0;2330.0;.0;2330.0;0
08A;20170330000179936;2;280178845;0;2021.0;.0;2021.0;0
08A;20170330000179950;2;280049136;0;1414.0;.0;1414.0;0
08A;20170330000179977;2;280031086;0;39889.0;.0;39889.0;0
08A;20170330000179986;2;280070397;0;1200.0;.0;1200.0;0
08A;20170330000180006;2;280106645;0;221.0;.0;221.0;0
08A;20170330000180040;2;280049284;0;3410.0;.0;3410.0;0
08A;20170330000180141;2;280070545;0;1745.0;.0;1745.0;0
08A;20170330000180157;2;280179141;0;194462.0;.0;194462.0;0
