09M;20170404000000989;2;280068633;M;6793526.9;618413.1;15;372
09M;20170404000000989;2;280066226;M;6795643;598459.9;3;26
09M;20170404000000989;2;280069500;M;6800174.8;610390.6;2;11
09M;20170404000000989;2;280071605;M;6799372.2;610347.4;5;26
09M;20170404000000989;2;280066696;M;6785381.9;598916.2;4;245
09M;20170404000000989;2;280067865;M;6793189.6;616663.7;3;9
09M;20170404000000989;2;280064913;M;6792046.6;597864;8;48
09M;20170404000000989;2;280060105;M;6797809.1;613244.1;5;21
09M;20170404000000989;2;280188477;M;6790521.1;604982.5;2;13
09M;20170404000000989;2;280067765;M;6798065.8;610702.4;2;5
09M;20170404000000989;2;280061897;M;6780243.1;591715.6;18;1455
09M;20170404000000989;2;280178812;M;6800476.6;594129.6;9;3360
09M;20170404000000989;2;280065969;M;6793961.4;601160.6;3;33
09M;20170404000000989;2;280073833;M;6793850.1;615273.6;3;25
09M;20170404000000989;2;280060233;M;6818698.4;592176.6;2;14
09M;20170404000000989;2;280069251;M;6782477.5;599695;15;8423
09M;20170404000000989;2;280068612;M;6799035.3;609118.3;8;90
09M;20170404000000989;2;280073350;M;6793513.6;614353.9;2;20
09M;20170404000000989;2;280172372;M;6783986.5;610802.6;8;54
09M;20170404000000989;2;280059177;M;6796661.5;602835.5;1;0
09M;20170404000000989;2;280059059;M;6798607.8;609815.9;3;14
09M;20170404000000989;2;280064340;M;6788177;614143.3;1;0
09M;20170404000000989;2;280069079;M;6784716.7;595872.7;3;16
09M;20170404000000989;2;280067001;M;6805197.4;604889;1;0
09M;20170404000000989;2;280071185;M;6796664.3;600153.4;4;33
09M;20170404000000989;2;280071851;M;6784933.5;616729;4;26
09M;20170404000000989;2;280067149;M;6795978.9;616239.2;3;22
09M;20170404000000989;2;280059477;M;6801899;609328.3;11;843
09M;20170404000000989;2;280069090;M;6784712.9;596026.9;2;16
09M;20170404000000989;2;280066074;M;6795797.2;598985;9;782
09M;20170404000000989;2;280065409;M;6782366.7;598992.7;1;0
09M;20170404000000989;2;280186679;M;6790348;620655.7;3;19
09M;20170404000000989;2;280067020;M;6796016.3;616950.9;2;19
09M;20170404000000989;2;280061852;M;6781152.9;591902.2;1;0
09M;20170404000000989;2;280069684;M;6811563.9;594455.9;8;37
09M;20170404000000989;2;280175042;M;6782578.8;599481.5;2;31
09M;20170404000000989;2;280063657;M;6797874.6;597313;9;50
09M;20170404000000989;2;280070181;M;6789593.9;601383.4;2;24
09M;20170404000000989;2;280070366;M;6792374.3;599837.1;3;26
09M;20170404000000989;2;280065609;M;6798370;613004.3;3;11
09M;20170404000000989;2;280061047;M;6798379.5;612930.4;4;17
